university_id,university_name,country,matched_name,score,institution_id,works_count,cited_by_count,h_index,i10_index,2yr_mean_citedness
U002442,Universidad Nacional de Córdoba - UNC,Argentina,Universidad Nacional de Córdoba,93.93939393939394,https://openalex.org/I166401450,43404,1469276,302,30766,1.7059635798739967
U002446,Universidad Nacional de la Asunción,Paraguay,Universidad Nacional de Asunción,95.52238805970148,https://openalex.org/I8379220,9464,158750,130,2614,0.7273560689402273
U002448,Universidad Nacional de Mar del Plata,Argentina,Universidad Nacional de La Plata,92.7536231884058,https://openalex.org/I874386039,68068,2529544,406,51890,1.665191655651974
U002449,Universidad Nacional de Quilmes,Argentina,Universidad Nacional de Tumbes,91.80327868852459,https://openalex.org/I4210132758,1094,6323,32,155,0.5941676792223572
U002451,Universidad Nacional de Río Cuarto - UNRC,Argentina,Universidad Nacional de Río Cuarto,93.15068493150685,https://openalex.org/I15366983,8502,409549,185,9587,2.000751314800901
U002453,Universidad Nacional de San Luis,Argentina,Universidad Nacional del Santa,90.32258064516128,https://openalex.org/I4210132264,1239,7305,30,201,0.8361581920903954
U002467,UNIVERSIDAD POLITECNICA SALESIANA,Ecuador,Politecnica Salesiana University,92.3076923076923,https://openalex.org/I3132940433,6503,66047,79,1485,1.049162730785745
U002482,Universidad Tecnológica de Pereira,Colombia,Universidad Tecnológica del Perú,92.3076923076923,https://openalex.org/I4210148428,4546,16925,48,446,1.2168746286393346
U002484,Universidad Tecnológica Nacional (UTN),Argentina,Universidad Nacional Tecnológica,94.11764705882352,https://openalex.org/I4210137073,709,2975,26,77,0.2393162393162393
U002488,Universidade Católica Portuguesa - UCP,Portugal,Universidade Católica Portuguesa,94.11764705882352,https://openalex.org/I25169866,16091,600417,274,9875,2.9599315556823043
U002527,Universidade Federal do Estado do Rio de Janeiro - UNIRIO,Brazil,Universidade Federal do Estado do Rio de Janeiro,93.20388349514563,https://openalex.org/I83648350,38153,427829,182,9897,0.6437284471666066
U002529,Universidade Federal do Parà - UFPA,Brazil,Universidade Federal do Paraná,91.80327868852459,https://openalex.org/I52418104,107832,2555080,346,58794,1.1870377674785524
U002531,Universidade Federal do Paraná - UFPR,Brazil,Universidade Federal do Paraná,92.06349206349206,https://openalex.org/I52418104,107832,2555080,346,58794,1.1870377674785524
U002557,Universita IULM,Italy,IULM University,93.33333333333333,https://openalex.org/I200420086,2360,53209,107,829,1.2570579494799403
U002559,Università Vita-Salute San Raffaele,Italy,Vita-Salute San Raffaele University,98.55072463768117,https://openalex.org/I154387261,43631,4554310,596,62829,4.247578330542932
U002561,Universitas Airlangga,Indonesia,Airlangga University,92.6829268292683,https://openalex.org/I205133468,60532,662717,161,16195,1.0444036475145255
U002562,Universitas Andalas,Indonesia,Andalas University,91.89189189189189,https://openalex.org/I55892964,34058,248362,117,5322,0.5422442499806397
U002565,Universitas Hasanuddin,Indonesia,Hasanuddin University,93.02325581395348,https://openalex.org/I98301867,40727,383427,128,8518,0.7938157173468879
U002567,Universitas Islam Indonesia,Indonesia,Universitas Muslim Indonesia,90.9090909090909,https://openalex.org/I4210116576,14353,61617,64,1314,0.2799097065462754
U002568,Universitas Islam Sultan Agung,Indonesia,Sultan Agung Islamic University,91.80327868852459,https://openalex.org/I4210108557,10474,46221,62,1084,0.2383784974664023
U002570,Universitas Mercu Buana,Indonesia,Mercu Buana University,93.33333333333333,https://openalex.org/I177671886,17497,102594,78,2628,0.4073755201607117
U002571,Universitas Muhammadiyah Surakarta,Indonesia,Universitas Muhammadiyah Surabaya,92.53731343283582,https://openalex.org/I4210158925,4457,18602,37,371,0.3777386048854192
U002572,Universitas Muhammadiyah Yogyakarta,Indonesia,Muhammadiyah University of Yogyakarta,91.66666666666666,https://openalex.org/I226567900,18790,113652,80,2598,0.6242226120236007
U002574,Universitas Negeri Yogyakarta,Indonesia,Universitas PGRI Yogyakarta,92.85714285714286,https://openalex.org/I4210127278,4217,22352,46,426,0.3358024691358025
U002575,Universitas Padjadjaran,Indonesia,Padjadjaran University,93.33333333333333,https://openalex.org/I91819753,54309,667415,164,15641,1.2804317766180473
U002577,Universitas Sebelas Maret,Indonesia,Sebelas Maret University,93.87755102040816,https://openalex.org/I119896790,57468,460512,130,11094,0.6389780572534189
U002578,Universitas Sriwijaya,Indonesia,Sriwijaya University,92.6829268292683,https://openalex.org/I271888150,34073,245146,95,6067,0.4245252842478699
U002587,Universität Duisburg-Essen,Germany,University of Duisburg-Essen,92.5925925925926,https://openalex.org/I62318514,85230,5139231,586,82737,2.8651996188954114
U002589,Universität Heidelberg,Germany,Heidelberg University,93.02325581395348,https://openalex.org/I223822909,317450,42325242,1595,477315,4.038389664321144
U002593,Universität Konstanz,Germany,University of Konstanz,90.47619047619048,https://openalex.org/I189712700,49015,3289604,511,49311,2.6751204435960365
U002594,Universität  Leipzig,Germany,Leipzig University,91.89189189189189,https://openalex.org/I926574661,127805,6324858,688,95944,1.1630489106209394
U002595,Universität Mannheim,Germany,University of Mannheim,90.47619047619048,https://openalex.org/I177802217,33603,1459611,395,17738,2.5957355466514023
U002612,Université Chouaïb Doukkali,Morocco,Chouaib Doukkali University,90.56603773584906,https://openalex.org/I4210125507,10353,250770,148,6029,3.1919069542040224
U002615,Université d’Ain Témouchent,Algeria,Université de ain Témouchent,98.11320754716981,https://openalex.org/I4210163438,1569,16125,54,419,3.487964989059081
U002629,Université de Paris,France,Université Paris 8,91.42857142857143,https://openalex.org/I48825208,45256,346660,218,5638,0.5673503912032142
U002630,Université de Paris-Cité,France,Université Paris Cité,92.6829268292683,https://openalex.org/I204730241,358364,40036926,1652,458546,4.921276274766167
U002632,Université de Rennes 1,France,Université de Rennes,95.0,https://openalex.org/I56067802,84161,4169122,479,74305,5.01004069524208
U002641,Université de Tunis El Manar,Tunisia,Tunis El Manar University,92.3076923076923,https://openalex.org/I63596082,38498,900582,203,23181,1.4452997124529972
U002643,Université Diderot  Paris 7,France,Université Paris Diderot,95.83333333333334,https://openalex.org/I4387154366,870,384,9,8,0.0
U002645,Université d’Oran 2 Mohamed Ben Ahmed,Algeria,University of Oran 2 Mohamed Ben Ahmed,91.89189189189189,https://openalex.org/I4387155300,432,1034,19,40,1.892307692307692
U002648,Université Frères Mentouri Constantine 1,Algeria,University Frères Mentouri Constantine 1,98.73417721518987,https://openalex.org/I125485651,14009,245892,140,6441,2.1101542877646216
U002652,Université Jean Moulin Lyon 3,France,Université Jean Moulin Lyon III,93.10344827586206,https://openalex.org/I874609350,16633,68939,99,1434,0.4152986377925253
U002655,Universite libre de Bruxelles,Belgium,Université Libre de Bruxelles,98.24561403508771,https://openalex.org/I132053463,101873,9202694,830,118037,3.623642589271156
U002661,Université Mouloud Mammeri de Tizi-Ouzou,Algeria,Mouloud Mammeri University of Tizi-Ouzou,91.13924050632912,https://openalex.org/I4210159538,6841,97464,108,2379,1.264761188416698
U002670,Université Paul Sabatier Toulouse III,France,Université Toulouse III - Paul Sabatier,100.0,https://openalex.org/I134560555,107377,9259349,746,130380,4.159381643904724
U002679,Université Toulouse 1 Capitole,France,Université Toulouse Capitole,96.42857142857143,https://openalex.org/I4405259414,0,0,0,0,0.0
U002695,Universiti Sultan Zainal Abidin,Malaysia,Sultan Zainal Abidin University,96.7741935483871,https://openalex.org/I51569856,12199,187384,120,4366,1.923338529120023
U002700,Universiti Teknologi MARA - UiTM,Malaysia,Universiti Teknologi MARA,90.9090909090909,https://openalex.org/I82724352,77756,1371636,257,31342,1.046988694758479
U002728,University of Adelaide,Australia,Adelaide University,92.6829268292683,https://openalex.org/I4405259444,0,0,0,0,0.0
U002731,University of Ahmed Draia,Algeria,Ahmed Draia University,93.61702127659575,https://openalex.org/I22223346,2199,31725,76,729,2.0981848184818483
U002735,"University of Alabama, Birmingham",United States,University of Alabama at Birmingham,95.52238805970148,https://openalex.org/I32389192,155888,15925982,980,196467,2.783360402368104
U002741,University of Algiers 1,Algeria,University of Algiers 3,95.65217391304348,https://openalex.org/I4210107086,2444,20519,51,411,0.8508495909376966
U002748,University of Antioquia,Colombia,University of Antique,90.9090909090909,https://openalex.org/I3132855970,354,2284,19,30,0.4954954954954955
U002751,University of Applied Sciences and Arts of Western Switzerland,Switzerland,HES-SO University of Applied Sciences and Arts Western Switzerland,93.75,https://openalex.org/I173439891,10945,275266,173,6001,2.8082133784928027
U002753,University of Arkansas,United States,University of Kansas,95.23809523809523,https://openalex.org/I146416000,115527,7809046,691,112646,2.677987376273132
U002754,University of Arkansas Fayetteville ,United States,University of Arkansas at Fayetteville,95.89041095890411,https://openalex.org/I78715868,57185,2818502,442,47690,2.297447968285431
U002764,University of Bari,Italy,University of Bahri,97.2972972972973,https://openalex.org/I4210148209,1812,15473,46,409,1.422976501305483
U002789,University of Bolton,United Kingdom,University of Bologna,92.6829268292683,https://openalex.org/I9360294,220281,18473245,896,291470,2.9953808660167764
U002791,University of Bordeaux,France,Université Bordeaux-I,90.47619047619048,https://openalex.org/I4396570533,1,55,1,1,0.0
U002804,University of Cadiz,Spain,University of Aizu,91.89189189189189,https://openalex.org/I141591182,8695,236177,185,4476,3.599264705882353
U002822,University of Campinas,Brazil,University of Kamina,90.47619047619048,https://openalex.org/I4210104488,195,2414,21,31,0.4366197183098591
U002834,University of Central Lancashire,United Kingdom,University of Central Lancashire Cyprus,90.14084507042254,https://openalex.org/I4210108889,893,12840,52,255,2.141891891891892
U002837,University of Cergy-Pontoise,France,Université de Cergy-Pontoise,90.9090909090909,https://openalex.org/I4387155829,0,0,0,0,0.0
U002846,University of Clermont Auvergne,France,Université Clermont Auvergne,93.10344827586206,https://openalex.org/I198244214,62554,4898814,548,72225,3.1369209124711084
U002848,University of Colima,Mexico,University of Coimbra,92.6829268292683,https://openalex.org/I76903346,95158,4901105,504,85450,2.847794822627037
U002854,University of Colorado Denver/Anschutz Medical Campus,United States,University of Colorado Anschutz Medical Campus,92.92929292929293,https://openalex.org/I51713134,56640,4276064,615,59144,3.0382963493199715
U002861,University of Côte d’Azur,France,Université Côte d'Azur,91.30434782608697,https://openalex.org/I201841394,50807,4578376,738,44918,4.78717090245016
U002878,University of Djilali Bounaama Khemis Miliana,Algeria,Université Djilali Bounaama Khemis Miliana,95.34883720930233,https://openalex.org/I4210160578,1714,17202,59,408,1.853868194842407
U002890,"University of Education, Lahore",Pakistan,Hue University of Education,91.22807017543859,https://openalex.org/I4210141768,877,10983,42,332,1.6649616368286444
U002893,University of Engineering & Technology (UET) Lahore,Pakistan,University of Engineering and Technology Lahore,91.48936170212765,https://openalex.org/I142732210,16409,445523,190,10576,3.892861546048576
U002894,"University of Engineering and Technology, Mardan",Pakistan,Mehran University of Engineering and Technology,95.74468085106383,https://openalex.org/I180291457,7137,158557,126,3669,3.1389073950699533
U002910,University of Franca,Brazil,University of Africa,90.0,https://openalex.org/I4210151244,1138,4178,29,87,0.2953586497890295
U002916,University of Galway,Ireland,University of Malaya,90.0,https://openalex.org/I33849332,109821,5900454,599,100755,3.1392182587815927
U002924,University of Girona,Spain,University of Goroka,90.0,https://openalex.org/I165454206,260,3562,30,78,0.7350427350427351
U002929,University of Granada,Spain,University of Granma,92.6829268292683,https://openalex.org/I4210147029,4501,19523,59,393,0.3297587131367292
U002932,University of Greifswald,Germany,Universität Greifswald,91.30434782608697,https://openalex.org/I36522303,32704,2219463,490,32215,3.00659431240555
U002941,University of Hail,Saudi Arabia,University of Ha'il,97.2972972972973,https://openalex.org/I4210088963,15980,393785,175,9888,5.311152960870475
U002942,University of Hamburg,Germany,University of Bamberg,90.47619047619048,https://openalex.org/I94626330,15682,297536,197,5407,1.5795788997056823
U002948,"University of Health Sciences, Turkey",Turkey,University of Tokyo Health Sciences,92.95774647887323,https://openalex.org/I4210117013,2824,175134,155,2567,3.562622309197652
U002956,University of Hradec Kralove,Czech Republic,University of Hradec Králové,94.54545454545455,https://openalex.org/I75092371,11452,311135,177,6371,3.33590543424725
U002966,University of Illinois at Urbana-Champaign,United States,University of Illinois Urbana-Champaign,96.2962962962963,https://openalex.org/I157725225,331163,32232224,1387,378640,3.588019100761884
U002970,University of Innsbruck,Austria,Universität Innsbruck,90.9090909090909,https://openalex.org/I190249584,97145,6967109,709,99732,2.4495174191038824
U002976,University of Jaén,Spain,University of Jhang,91.89189189189189,https://openalex.org/I4405264131,0,0,0,0,0.0
U002995,University of Kiel,Germany,University of Jijel,91.89189189189189,https://openalex.org/I116970179,4363,90131,109,2061,2.635294117647059
U003011,University of Lampung,Indonesia,Lampung University,92.3076923076923,https://openalex.org/I12833781,29774,174699,82,3904,0.3088637539735344
U003031,University of Lleida,Spain,University of Blida,92.3076923076923,https://openalex.org/I83332908,8844,152881,126,3306,1.9016949152542373
U003032,University of Lodz,Poland,University of Lomé,91.42857142857143,https://openalex.org/I4287427,10167,141630,124,3399,1.15222358938302
U003033,University of Lorraine,France,University of Ilorin,90.47619047619048,https://openalex.org/I134542131,21789,384424,168,9379,2.22390289449113
U003034,University of Los Lagos,Chile,University of Lagos,90.47619047619048,https://openalex.org/I197610006,27593,499656,188,12113,1.781554212823095
U003042,University of Malaga,Spain,University of Malaya,95.0,https://openalex.org/I33849332,109821,5900454,599,100755,3.1392182587815927
U003050,University of Manouba,Tunisia,University of Manitoba,93.02325581395348,https://openalex.org/I46247651,116345,7536178,636,119732,2.809256750370207
U003052,University of Marburg,Germany,University of Maribor,90.47619047619048,https://openalex.org/I37696226,28646,1012535,288,19147,2.233398264565256
U003057,University of Mascara,Algeria,University of Manara,92.6829268292683,https://openalex.org/I4405256833,0,0,0,0,0.0
U003064,University of Medea,Algeria,University of Mendoza,90.0,https://openalex.org/I100084298,2562,55464,92,899,1.2510245901639343
U003066,University of Medicine and Pharmacy Carol Davila,Romania,Carol Davila University of Medicine and Pharmacy,100.0,https://openalex.org/I162051807,25197,931209,283,18730,4.215654357734164
U003068,University of Melbourne,Australia,The University of Melbourne,92.0,https://openalex.org/I165779595,343663,30562107,1269,384483,3.925608082411496
U003074,University of Milan-Bicocca,Italy,University of Milano-Bicocca,98.18181818181819,https://openalex.org/I66752286,75501,5442568,627,79565,3.4164744732152217
U003084,University of Missouri Saint Louis,United States,University of Missouri–St. Louis,95.38461538461537,https://openalex.org/I208333798,23319,1253399,349,18590,2.572272411396803
U003096,University of Montreal,Canada,University of Montevallo,91.30434782608697,https://openalex.org/I6066122,786,16869,61,323,0.7987012987012987
U003107,University of Naples Parthenope,Italy,Parthenope University of Naples,100.0,https://openalex.org/I183638586,13915,548826,214,10511,3.3173400673400675
U003114,University of New Brunswick UNB,Canada,University of New Brunswick,93.10344827586206,https://openalex.org/I106938459,38307,1890804,381,29411,2.9528497976151407
U003118,University of Newcastle,Australia,Newcastle University,93.02325581395348,https://openalex.org/I84884186,150733,11780356,885,149829,3.521880365678222
U003122,University of Niš,Serbia,University of Nis,96.96969696969697,https://openalex.org/I152518017,26009,609627,198,14778,1.4814420929490588
U003126,"University of North Carolina, Chapel Hill",United States,University of North Carolina at Chapel Hill,96.3855421686747,https://openalex.org/I114027177,353345,34641951,1591,345205,2.1402427572775014
U003148,University of Oviedo,Spain,University of Toledo,90.0,https://openalex.org/I90871651,45818,2318575,462,34872,3.0012152637122256
U003166,University of Petra,Jordan,University of Pretoria,92.6829268292683,https://openalex.org/I69552723,95956,3147407,419,61832,2.8918245091589045
U003175,University of Porto,Portugal,University of Toronto,90.0,https://openalex.org/I185261750,552345,58216513,1775,651088,4.258194072569476
U003181,"University of Professional Studies, Accra",Ghana,University of Professional Studies,91.89189189189189,https://openalex.org/I7589121,2573,29548,72,704,1.968724279835391
U003189,University of Rennes 1,France,Université Rennes 1,90.0,https://openalex.org/I4405258264,0,0,0,0,0.0
U003194,University of Rome II – Tor Vergata,Italy,University of Rome Tor Vergata,95.23809523809523,https://openalex.org/I116067653,94580,7765618,729,114860,4.378720863973082
U003199,University of Saida,Algeria,University of Skikda,92.3076923076923,https://openalex.org/I98962006,4605,78938,100,1838,4.636940150614348
U003225,University of Seville,Spain,University of Pikeville,90.9090909090909,https://openalex.org/I194184260,643,10169,44,199,1.8478964401294495
U003288,University of Texas at Arlington,United States,The University of Texas at Arlington,94.11764705882352,https://openalex.org/I189196454,50036,3911467,491,59729,3.101012690680682
U003289,University of Texas at Austin,United States,The University of Texas at Austin,93.5483870967742,https://openalex.org/I86519309,354102,23704793,1195,280242,0.7589981967053319
U003290,University of Texas at Dallas,United States,The University of Texas at Dallas,93.5483870967742,https://openalex.org/I162577319,48394,3563931,532,50666,3.4865382161541407
U003291,University of Texas at El Paso,United States,The University of Texas at El Paso,93.75,https://openalex.org/I164936912,33525,1395475,364,23044,1.9964618249534447
U003292,University of Texas at San Antonio,United States,The University of Texas at San Antonio,94.44444444444444,https://openalex.org/I45438204,44124,2229666,443,33356,2.7676520708305548
U003295,University of Texas Rio Grande Valley,United States,The University of Texas Rio Grande Valley,94.87179487179486,https://openalex.org/I2802326326,13080,1331972,448,8316,3.3947667804323096
U003307,University of the Peloponnese,Greece,University of Peloponnese,92.5925925925926,https://openalex.org/I158716096,7423,150487,127,3147,2.607200257152041
U003308,University of the Philippines,Philippines,University of the Philippines Cebu,92.06349206349206,https://openalex.org/I105333472,942,10813,48,228,0.4984615384615384
U003319,University of Thi-Qar,Iraq,Thi Qar University,92.3076923076923,https://openalex.org/I202735123,11272,103844,92,2392,3.297371680198156
U003322,University of Toulouse,France,University of Oulu,90.0,https://openalex.org/I98381234,75635,5807977,628,86050,3.190263323321925
U003323,University of Tours,France,University of Tourism,95.0,https://openalex.org/I4210134015,985,3675,29,95,0.562358276643991
U003333,University of Tunis,Tunisia,Tunis University,91.42857142857143,https://openalex.org/I108714496,32247,842457,203,21382,1.8504214133555617
U003334,University of Tunis El Manar,Tunisia,Tunis El Manar University,94.33962264150944,https://openalex.org/I63596082,38498,900582,203,23181,1.4452997124529972
U003337,University of Tuscia,Italy,University of Tulsa,92.3076923076923,https://openalex.org/I87208437,18707,692334,266,12397,2.306921944035346
U003352,"University of Veterinary and Animal Sciences, Lahore",Pakistan,University of Veterinary and Animal Sciences,92.63157894736842,https://openalex.org/I79839403,11713,274836,159,6449,2.0108616944243303
U003362,University of Warith Alanbiyaa,Iraq,University of Warith Al-Anbiyaa,98.36065573770492,https://openalex.org/I4392021143,2291,31774,70,850,8.55693950177936
U003377,University of Witwatersrand,South Africa,University of the Witwatersrand,93.10344827586206,https://openalex.org/I192619145,102862,5175826,542,88121,3.0929425597201115
U003395,University Paris 2 Panthéon-Assas,France,Université Paris-Panthéon-Assas,95.23809523809523,https://openalex.org/I117841876,13073,56041,97,1082,0.7383966244725738
U003398,University Rey Juan Carlos,Spain,Universidad Rey Juan Carlos,90.56603773584906,https://openalex.org/I182083151,37084,1392266,306,25987,2.163367241274289
U003399,University Ulm,Germany,IULM University,96.55172413793103,https://openalex.org/I200420086,2360,53209,107,829,1.2570579494799403
U003405,Ural Federal University - UrFU,Russia,Ural Federal University,90.19607843137256,https://openalex.org/I130823665,40094,704806,177,19304,3.306253770359944
U003413,Uşak University,Turkey,Saku University,93.33333333333333,https://openalex.org/I3130838600,128,1320,18,27,0.1860465116279069
U003415,USI - Università della Svizzera italiana,Switzerland,Università della Svizzera italiana,94.28571428571428,https://openalex.org/I57201433,16544,821913,320,10855,4.740199731703681
U003422,Uzbekistan State University of World Languages,Uzbekistan,Uzbek State University of World Languages,94.25287356321839,https://openalex.org/I4210102006,4222,1388,13,25,0.1306150656530753
U003435,Veltech University,India,Zetech University,91.42857142857143,https://openalex.org/I3130743347,165,445,9,8,0.1983471074380165
U003437,Verona University,Italy,VERN' University,93.75,https://openalex.org/I4210093284,438,2328,24,52,1.283236994219653
U003443,"Vignan’s Foundation for Science, Technology and Research",India,"Vignan's Foundation for Science, Technology & Research",96.22641509433963,https://openalex.org/I149313025,8286,120745,113,2997,1.6749621889179156
U003452,"Visvesvaraya National Institute of Technology, Nagpur",India,Visvesvaraya National Institute of Technology,92.78350515463917,https://openalex.org/I167153416,10287,299617,162,7000,1.9407534246575344
U003454,VIT University,India,Venite University,90.32258064516128,https://openalex.org/I4405264262,0,0,0,0,0.0
U003475,Wasit University,Iraq,University of Wasit,91.42857142857143,https://openalex.org/I39498419,5466,57248,90,1303,1.36597486115171
U003515,Xuzhou Medical University,China,Wenzhou Medical University,90.19607843137256,https://openalex.org/I27781120,70907,4839220,403,106022,4.718732115342285
U003546,"Yusuf Maitama Sule University, Kano",Nigeria,Maitama Sule University Kano,90.32258064516128,https://openalex.org/I4210099431,1180,10961,45,294,1.460093896713615
